"RMSE","R2","cluster","r.e.","model"
1697.57367227666,0.265186576701282,"Cluster 1","no random effect","COMB"
1659.97547274592,0.248383549294803,"Cluster 1","no random effect","COMB"
1790.59752131738,0.30619278704519,"Cluster 1","no random effect","COMB"
1735.52753156116,0.244494476109062,"Cluster 1","no random effect","COMB"
1810.96908991661,0.273444862362088,"Cluster 1","no random effect","COMB"
1760.77572486055,0.293751389465322,"Cluster 1","no random effect","COMB"
1723.47493470948,0.236104494429692,"Cluster 1","no random effect","COMB"
1402.71601365243,0.0945974306763002,"Cluster 2","no random effect","COMB"
1430.21377604897,0.0884777879962219,"Cluster 2","no random effect","COMB"
1438.90268040849,0.0943333257114837,"Cluster 2","no random effect","COMB"
1433.56625627292,0.0980830968954677,"Cluster 2","no random effect","COMB"
1461.94303240093,0.094978685705851,"Cluster 2","no random effect","COMB"
1438.97085018213,0.0919181219745074,"Cluster 2","no random effect","COMB"
1428.69397617315,0.0848587956931787,"Cluster 2","no random effect","COMB"
1433.3103408302,0.0947055458588794,"Cluster 2","no random effect","COMB"
1412.09518838436,0.0949712764525786,"Cluster 2","no random effect","COMB"
1442.97761053811,0.0904756493498402,"Cluster 2","no random effect","COMB"
1417.75574077543,0.100836329324284,"Cluster 2","no random effect","COMB"
1439.59272334318,0.0966397363407262,"Cluster 2","no random effect","COMB"
1424.9657103211,0.0958575940114514,"Cluster 2","no random effect","COMB"
1432.26731870264,0.0937431338186387,"Cluster 2","no random effect","COMB"
1439.16200101787,0.0878210791369535,"Cluster 2","no random effect","COMB"
1427.34714973817,0.102092217279015,"Cluster 2","no random effect","COMB"
1428.3011561758,0.0858686279392499,"Cluster 2","no random effect","COMB"
1441.74025636723,0.0892738723322252,"Cluster 2","no random effect","COMB"
1429.71694721601,0.102031726313452,"Cluster 2","no random effect","COMB"
1435.38037265434,0.0982167103586666,"Cluster 2","no random effect","COMB"
1447.11116676957,0.0954140592405933,"Cluster 2","no random effect","COMB"
1431.66651094102,0.0989982009398031,"Cluster 2","no random effect","COMB"
1451.52371509564,0.0986255842523506,"Cluster 2","no random effect","COMB"
1436.77499853164,0.106788350822899,"Cluster 2","no random effect","COMB"
1424.96051613928,0.0946614063423254,"Cluster 2","no random effect","COMB"
1443.09723705197,0.0924468017087192,"Cluster 2","no random effect","COMB"
1429.21874255258,0.0908918271920895,"Cluster 2","no random effect","COMB"
1443.59521471536,0.0837438681820236,"Cluster 2","no random effect","COMB"
1435.32763483082,0.0929620373069321,"Cluster 2","no random effect","COMB"
1444.8737934725,0.0938597080641508,"Cluster 2","no random effect","COMB"
1434.71267897096,0.0842723942108101,"Cluster 2","no random effect","COMB"
1442.57113118781,0.0910988812606659,"Cluster 2","no random effect","COMB"
1425.21843222874,0.0958190790388787,"Cluster 2","no random effect","COMB"
1442.47399120992,0.093319833245992,"Cluster 2","no random effect","COMB"
1425.02417201631,0.0973690512464386,"Cluster 2","no random effect","COMB"
1439.66476247959,0.0909545194507522,"Cluster 2","no random effect","COMB"
1438.65888317894,0.100606934312024,"Cluster 2","no random effect","COMB"
1430.20405767629,0.103015895998224,"Cluster 2","no random effect","COMB"
1420.61591685744,0.0930264386930433,"Cluster 2","no random effect","COMB"
1431.56619064546,0.0970459509264582,"Cluster 2","no random effect","COMB"
1443.49951446898,0.0921997425217666,"Cluster 2","no random effect","COMB"
1433.78273419914,0.102607417375819,"Cluster 2","no random effect","COMB"
1456.14190544999,0.0832109923388337,"Cluster 2","no random effect","COMB"
1429.86177524839,0.104157061672098,"Cluster 2","no random effect","COMB"
1436.1622937599,0.0914887323814445,"Cluster 2","no random effect","COMB"
1427.97455488573,0.106447454443081,"Cluster 2","no random effect","COMB"
1447.22052608356,0.0922022734747614,"Cluster 2","no random effect","COMB"
1460.38790642455,0.092221204913069,"Cluster 2","no random effect","COMB"
1441.19531710025,0.0865624718676249,"Cluster 2","no random effect","COMB"
1455.80787518806,0.0896222875729768,"Cluster 2","no random effect","COMB"
1410.07320524418,0.106340896228026,"Cluster 2","no random effect","COMB"
1442.3261220962,0.0923909143455065,"Cluster 2","no random effect","COMB"
1454.73427037374,0.0963069846876725,"Cluster 2","no random effect","COMB"
1408.16094442536,0.102414858705392,"Cluster 2","no random effect","COMB"
1429.52710333226,0.10419884497073,"Cluster 2","no random effect","COMB"
1439.39999672577,0.0844427587150596,"Cluster 2","no random effect","COMB"
1445.77940407227,0.0896868041193419,"Cluster 2","no random effect","COMB"
1430.02961137036,0.0840685217214288,"Cluster 2","no random effect","COMB"
1423.50415646144,0.101897701882056,"Cluster 2","no random effect","COMB"
1432.33964385146,0.090368921429452,"Cluster 2","no random effect","COMB"
1417.56203744236,0.0931662865220284,"Cluster 2","no random effect","COMB"
1420.12732032433,0.0850993606255454,"Cluster 2","no random effect","COMB"
1461.2115953687,0.0848486780196651,"Cluster 2","no random effect","COMB"
1453.6063891052,0.0892127068331823,"Cluster 2","no random effect","COMB"
1429.65518158978,0.0990078701689633,"Cluster 2","no random effect","COMB"
1438.41592337199,0.0885344518743815,"Cluster 2","no random effect","COMB"
1452.33984125945,0.09910219661384,"Cluster 2","no random effect","COMB"
1450.61441915336,0.0944922569250785,"Cluster 2","no random effect","COMB"
1435.94319805974,0.0971732403847763,"Cluster 2","no random effect","COMB"
1420.77119228308,0.0994736789408916,"Cluster 2","no random effect","COMB"
1440.94587746941,0.0979590388356113,"Cluster 2","no random effect","COMB"
1422.67393443967,0.104246619109526,"Cluster 2","no random effect","COMB"
1427.54926370587,0.11236674467096,"Cluster 2","no random effect","COMB"
1424.60278080098,0.0796086419977188,"Cluster 2","no random effect","COMB"
1428.84272068246,0.105479011556534,"Cluster 2","no random effect","COMB"
1431.45137396618,0.0903091276078995,"Cluster 2","no random effect","COMB"
1427.74772355188,0.0811349201875393,"Cluster 2","no random effect","COMB"
1440.42264954969,0.0846326522620831,"Cluster 2","no random effect","COMB"
1439.46043127385,0.0809257969085447,"Cluster 2","no random effect","COMB"
1443.73376047085,0.08912263730531,"Cluster 2","no random effect","COMB"
1435.53419242179,0.104317316716942,"Cluster 2","no random effect","COMB"
1440.76565027996,0.0968883450986193,"Cluster 2","no random effect","COMB"
1444.64349152515,0.0965054780374147,"Cluster 2","no random effect","COMB"
1437.18898573779,0.0993115251651752,"Cluster 2","no random effect","COMB"
1444.51866384285,0.0857976606518852,"Cluster 2","no random effect","COMB"
1448.99881400493,0.0889772126065694,"Cluster 2","no random effect","COMB"
1433.74554937933,0.102615676581239,"Cluster 2","no random effect","COMB"
1446.19079179378,0.0897270697250656,"Cluster 2","no random effect","COMB"
1418.24793735486,0.0995530934651554,"Cluster 2","no random effect","COMB"
1445.94267722255,0.0961103435919547,"Cluster 2","no random effect","COMB"
1439.69588808846,0.0825850695702735,"Cluster 2","no random effect","COMB"
1444.33659562936,0.093546854504252,"Cluster 2","no random effect","COMB"
1434.16864491487,0.0970966829367128,"Cluster 2","no random effect","COMB"
1450.51220758634,0.0906338337804299,"Cluster 2","no random effect","COMB"
1435.10229440169,0.0841465983753656,"Cluster 2","no random effect","COMB"
1435.24232377779,0.0832443479232204,"Cluster 2","no random effect","COMB"
1439.91329144891,0.0925943483758741,"Cluster 2","no random effect","COMB"
1443.3798080572,0.0893161665021417,"Cluster 2","no random effect","COMB"
1447.84023032923,0.092082793731498,"Cluster 2","no random effect","COMB"
1426.890840306,0.0971876209429593,"Cluster 2","no random effect","COMB"
1477.78391866286,0.446094484799301,"Cluster 1","survey","COMB"
1611.75238521078,0.431691704746731,"Cluster 1","survey","COMB"
1557.54435788107,0.414605149700544,"Cluster 1","survey","COMB"
1555.26543442636,0.390725676034212,"Cluster 1","survey","COMB"
1572.67618998308,0.421845769966721,"Cluster 1","survey","COMB"
1520.54456644484,0.43037051404121,"Cluster 1","survey","COMB"
1559.48059009031,0.45031051501029,"Cluster 1","survey","COMB"
1568.4325807584,0.483053560588614,"Cluster 1","survey","COMB"
1537.2821615378,0.400675777852262,"Cluster 1","survey","COMB"
1474.30032757604,0.41191907583653,"Cluster 1","survey","COMB"
1582.47267904058,0.450534878611734,"Cluster 1","survey","COMB"
1636.26923373142,0.40223016262108,"Cluster 1","survey","COMB"
1660.29417771212,0.366817867139394,"Cluster 1","survey","COMB"
1623.62553848717,0.406187924084282,"Cluster 1","survey","COMB"
1529.7835366575,0.38713972589061,"Cluster 1","survey","COMB"
1473.56692900664,0.414584102542223,"Cluster 1","survey","COMB"
1694.75845566571,0.452600909144946,"Cluster 1","survey","COMB"
1611.45247106001,0.426712529486169,"Cluster 1","survey","COMB"
1520.69487800889,0.424025973702222,"Cluster 1","survey","COMB"
1649.09711567967,0.388468005646088,"Cluster 1","survey","COMB"
1579.94300247505,0.370304810421725,"Cluster 1","survey","COMB"
1469.20355894055,0.463119069518245,"Cluster 1","survey","COMB"
1592.9361591784,0.518107899222337,"Cluster 1","survey","COMB"
1578.72860009467,0.418284806002194,"Cluster 1","survey","COMB"
1587.13523134326,0.36624907346206,"Cluster 1","survey","COMB"
1609.84086880366,0.406860819322453,"Cluster 1","survey","COMB"
1528.17319289301,0.459864562966355,"Cluster 1","survey","COMB"
1514.80636634327,0.412874328120615,"Cluster 1","survey","COMB"
1526.29693462152,0.443554649663106,"Cluster 1","survey","COMB"
1620.8848505754,0.438394133305876,"Cluster 1","survey","COMB"
1474.38355575278,0.398231927270727,"Cluster 1","survey","COMB"
1673.82183611986,0.438914492044708,"Cluster 1","survey","COMB"
1473.01052020751,0.407449142952073,"Cluster 1","survey","COMB"
1629.21834411956,0.425544288298897,"Cluster 1","survey","COMB"
1630.18134001203,0.375145660720995,"Cluster 1","survey","COMB"
1577.78824027033,0.427777806714789,"Cluster 1","survey","COMB"
1510.27306855155,0.396295138967678,"Cluster 1","survey","COMB"
1499.29407705916,0.417255293934862,"Cluster 1","survey","COMB"
1525.07581163996,0.465579014517734,"Cluster 1","survey","COMB"
1448.23866999319,0.484729768118579,"Cluster 1","survey","COMB"
1436.56229169679,0.43490333971923,"Cluster 1","survey","COMB"
1514.24506021909,0.462749590425671,"Cluster 1","survey","COMB"
1606.11218325419,0.373508936330306,"Cluster 1","survey","COMB"
1486.69038825465,0.476707228437632,"Cluster 1","survey","COMB"
1535.21404384578,0.378313995478327,"Cluster 1","survey","COMB"
1595.93025341939,0.458453923213869,"Cluster 1","survey","COMB"
1615.86261676858,0.394250569728665,"Cluster 1","survey","COMB"
1558.38014362754,0.462203288217124,"Cluster 1","survey","COMB"
1566.57443940833,0.432862824338184,"Cluster 1","survey","COMB"
1550.17617552779,0.442181372367236,"Cluster 1","survey","COMB"
1652.64254705797,0.399768791300467,"Cluster 1","survey","COMB"
1581.03988135135,0.44800763155635,"Cluster 1","survey","COMB"
1519.45157598465,0.379095915334832,"Cluster 1","survey","COMB"
1698.46746792768,0.455913701932132,"Cluster 1","survey","COMB"
1672.70139052579,0.451727065751786,"Cluster 1","survey","COMB"
1543.02364048521,0.381316743173833,"Cluster 1","survey","COMB"
1590.24551490952,0.390238915344794,"Cluster 1","survey","COMB"
1583.45654824167,0.449633328905006,"Cluster 1","survey","COMB"
1432.92963205246,0.449682227715137,"Cluster 1","survey","COMB"
1545.2528578247,0.451663051540547,"Cluster 1","survey","COMB"
1496.66512404643,0.413425918455166,"Cluster 1","survey","COMB"
1541.34593635286,0.386702679264616,"Cluster 1","survey","COMB"
1385.45580746683,0.477512754918218,"Cluster 1","survey","COMB"
1488.36562929545,0.398949764901223,"Cluster 1","survey","COMB"
1572.40839550591,0.392792557019537,"Cluster 1","survey","COMB"
1495.56545924905,0.384368224596124,"Cluster 1","survey","COMB"
1591.03375239328,0.381968668334268,"Cluster 1","survey","COMB"
1627.61246112056,0.334438123974661,"Cluster 1","survey","COMB"
1501.87562754922,0.4047111444372,"Cluster 1","survey","COMB"
1519.81473081836,0.417156823456588,"Cluster 1","survey","COMB"
1527.35490212348,0.444399946238535,"Cluster 1","survey","COMB"
1566.74000099019,0.414622930419186,"Cluster 1","survey","COMB"
1410.78055034889,0.433612161731579,"Cluster 1","survey","COMB"
1554.87638929527,0.483269662951381,"Cluster 1","survey","COMB"
1579.54768513053,0.423680546645587,"Cluster 1","survey","COMB"
1533.61159211781,0.381118507826126,"Cluster 1","survey","COMB"
1572.09175559912,0.395143672895975,"Cluster 1","survey","COMB"
1601.97285554447,0.431072512812987,"Cluster 1","survey","COMB"
1472.18606670479,0.410626346899481,"Cluster 1","survey","COMB"
1696.62087647388,0.488033958463473,"Cluster 1","survey","COMB"
1511.90103301097,0.362581222266321,"Cluster 1","survey","COMB"
1498.8783208681,0.397737781487813,"Cluster 1","survey","COMB"
1557.05756337192,0.398706160446167,"Cluster 1","survey","COMB"
1457.57181128057,0.463494158027184,"Cluster 1","survey","COMB"
1510.36633495041,0.391633415686405,"Cluster 1","survey","COMB"
1625.0584120586,0.488909476375243,"Cluster 1","survey","COMB"
1621.29125181146,0.411009616964219,"Cluster 1","survey","COMB"
1710.12165337955,0.459788368286813,"Cluster 1","survey","COMB"
1618.26291224488,0.424605813859501,"Cluster 1","survey","COMB"
1587.81218014319,0.411014408951828,"Cluster 1","survey","COMB"
1495.98713788393,0.407653411802994,"Cluster 1","survey","COMB"
1533.07876350894,0.443367594789559,"Cluster 1","survey","COMB"
1504.81635600586,0.482147378044786,"Cluster 1","survey","COMB"
1477.41871606966,0.443451341229451,"Cluster 1","survey","COMB"
1471.22289001106,0.413622465022945,"Cluster 1","survey","COMB"
1580.70305486799,0.452970222118295,"Cluster 1","survey","COMB"
1575.68851639305,0.38199266327446,"Cluster 1","survey","COMB"
1562.891188166,0.473066193566853,"Cluster 1","survey","COMB"
1554.4047064988,0.448665646090813,"Cluster 1","survey","COMB"
1504.49224515114,0.414762880799672,"Cluster 1","survey","COMB"
1387.33950652303,0.11476675336282,"Cluster 2","survey","COMB"
1412.07955058961,0.111527792629783,"Cluster 2","survey","COMB"
1414.9007101995,0.124349733801263,"Cluster 2","survey","COMB"
1413.42337892544,0.12327747500724,"Cluster 2","survey","COMB"
1435.99452900553,0.126877349252829,"Cluster 2","survey","COMB"
1416.57347203717,0.119932402090176,"Cluster 2","survey","COMB"
1412.9164886264,0.105301081423053,"Cluster 2","survey","COMB"
1417.67523113945,0.114500726979276,"Cluster 2","survey","COMB"
1396.89018134904,0.114631633374861,"Cluster 2","survey","COMB"
1429.19176707419,0.108319371050781,"Cluster 2","survey","COMB"
1396.42657461594,0.127763367555752,"Cluster 2","survey","COMB"
1414.67686556276,0.127908682616376,"Cluster 2","survey","COMB"
1403.762307146,0.122572987404349,"Cluster 2","survey","COMB"
1414.94421614246,0.115505946119672,"Cluster 2","survey","COMB"
1423.82418259681,0.107345978693127,"Cluster 2","survey","COMB"
1403.08879248315,0.132584451206329,"Cluster 2","survey","COMB"
1409.93421248893,0.108952303971982,"Cluster 2","survey","COMB"
1419.63964752923,0.116909578579705,"Cluster 2","survey","COMB"
1404.98889985866,0.133280413028135,"Cluster 2","survey","COMB"
1415.46813014917,0.123119555881289,"Cluster 2","survey","COMB"
1421.66541560308,0.12718473041975,"Cluster 2","survey","COMB"
1414.07265050614,0.120965690161718,"Cluster 2","survey","COMB"
1428.0448441539,0.127912669290312,"Cluster 2","survey","COMB"
1419.78403325181,0.127299479353847,"Cluster 2","survey","COMB"
1399.23086100321,0.127382827370339,"Cluster 2","survey","COMB"
1422.31285243405,0.118500133091213,"Cluster 2","survey","COMB"
1414.06411889726,0.110649216817977,"Cluster 2","survey","COMB"
1422.75417282552,0.109841438523595,"Cluster 2","survey","COMB"
1412.47658749622,0.121118904173809,"Cluster 2","survey","COMB"
1425.76651373245,0.117670095211305,"Cluster 2","survey","COMB"
1418.73344690395,0.104398135014382,"Cluster 2","survey","COMB"
1423.47042894592,0.115014648046481,"Cluster 2","survey","COMB"
1406.36156757956,0.119749993102059,"Cluster 2","survey","COMB"
1424.68138050253,0.115398356610686,"Cluster 2","survey","COMB"
1405.41945823067,0.122030893856175,"Cluster 2","survey","COMB"
1419.18405264434,0.116603274407876,"Cluster 2","survey","COMB"
1418.61077571476,0.125246522875579,"Cluster 2","survey","COMB"
1409.01911608298,0.129491537250587,"Cluster 2","survey","COMB"
1402.96678890676,0.115511409482702,"Cluster 2","survey","COMB"
1407.66975231768,0.127103922437645,"Cluster 2","survey","COMB"
1418.14393158951,0.124186150474454,"Cluster 2","survey","COMB"
1417.55983553612,0.122677377208493,"Cluster 2","survey","COMB"
1439.05736321623,0.10472647613995,"Cluster 2","survey","COMB"
1408.63583113171,0.130582137882167,"Cluster 2","survey","COMB"
1418.02456721644,0.114335785854365,"Cluster 2","survey","COMB"
1408.87545348811,0.129849621477391,"Cluster 2","survey","COMB"
1424.01177803745,0.121128064024206,"Cluster 2","survey","COMB"
1438.62252082636,0.119139632937512,"Cluster 2","survey","COMB"
1421.36453934463,0.111345394031415,"Cluster 2","survey","COMB"
1434.24817006924,0.116336988956515,"Cluster 2","survey","COMB"
1389.25722064061,0.132623960427591,"Cluster 2","survey","COMB"
1424.89068553605,0.114292034463238,"Cluster 2","survey","COMB"
1431.6138682532,0.124948261954897,"Cluster 2","survey","COMB"
1387.57660531656,0.128497316120208,"Cluster 2","survey","COMB"
1413.16847154221,0.124181521882279,"Cluster 2","survey","COMB"
1420.71836832217,0.108350552547267,"Cluster 2","survey","COMB"
1418.44207970096,0.123713944878064,"Cluster 2","survey","COMB"
1411.8143122862,0.107518312436846,"Cluster 2","survey","COMB"
1402.22371852701,0.128731081776916,"Cluster 2","survey","COMB"
1407.08559456558,0.122158972972074,"Cluster 2","survey","COMB"
1395.70620678557,0.120904360707052,"Cluster 2","survey","COMB"
1402.52388494113,0.107800500864505,"Cluster 2","survey","COMB"
1438.4103618256,0.112891863184217,"Cluster 2","survey","COMB"
1429.38159098384,0.119717002811178,"Cluster 2","survey","COMB"
1415.05028423964,0.117181833550884,"Cluster 2","survey","COMB"
1416.7506611164,0.115644493859862,"Cluster 2","survey","COMB"
1430.20168341521,0.126531484475725,"Cluster 2","survey","COMB"
1427.46752477481,0.123427300107038,"Cluster 2","survey","COMB"
1417.14468065381,0.120725191172702,"Cluster 2","survey","COMB"
1398.64191476542,0.127447374096178,"Cluster 2","survey","COMB"
1415.39709024266,0.130098735450767,"Cluster 2","survey","COMB"
1406.52569364976,0.124104550845227,"Cluster 2","survey","COMB"
1411.19781627445,0.131626716426723,"Cluster 2","survey","COMB"
1407.15872891328,0.102290348207417,"Cluster 2","survey","COMB"
1413.4186492685,0.12446933542889,"Cluster 2","survey","COMB"
1411.57184988685,0.115383651202265,"Cluster 2","survey","COMB"
1408.07799814658,0.106152213177685,"Cluster 2","survey","COMB"
1419.58354604741,0.110605835134385,"Cluster 2","survey","COMB"
1416.9609386522,0.108768327620582,"Cluster 2","survey","COMB"
1426.21804476042,0.111290981174142,"Cluster 2","survey","COMB"
1419.82652990262,0.123164231104374,"Cluster 2","survey","COMB"
1421.95412673526,0.120592303354578,"Cluster 2","survey","COMB"
1423.99804485553,0.122116387802586,"Cluster 2","survey","COMB"
1411.53029710789,0.131635732062176,"Cluster 2","survey","COMB"
1420.7764530546,0.115391855042147,"Cluster 2","survey","COMB"
1432.51277226257,0.109774342761467,"Cluster 2","survey","COMB"
1413.38874399248,0.128059447770313,"Cluster 2","survey","COMB"
1425.43990416145,0.115499476403408,"Cluster 2","survey","COMB"
1396.67648580315,0.126823962626141,"Cluster 2","survey","COMB"
1426.95970776489,0.119456163126146,"Cluster 2","survey","COMB"
1419.15202633903,0.108533140850814,"Cluster 2","survey","COMB"
1420.84375448046,0.122845387531406,"Cluster 2","survey","COMB"
1412.40337359736,0.124296236474683,"Cluster 2","survey","COMB"
1425.186617571,0.122297132658257,"Cluster 2","survey","COMB"
1413.92981323307,0.110736811883356,"Cluster 2","survey","COMB"
1410.97494726941,0.113507790524596,"Cluster 2","survey","COMB"
1427.4895838155,0.108627765707728,"Cluster 2","survey","COMB"
1426.35873870416,0.110797201832815,"Cluster 2","survey","COMB"
1429.09447458402,0.115641274987122,"Cluster 2","survey","COMB"
1408.78764791627,0.119968514837816,"Cluster 2","survey","COMB"
